student_id,feedback
1287,Overall good experience
1288,Time was insufficient
1289,The exam was fair and well structured
1290,Paper was moderate
1291,Not happy with difficulty level
1292,Average experience
1293,The exam was fair and well structured
1294,Questions were too difficult
1295,Excellent exam pattern
1296,Poor time management required
1297,Excellent exam pattern
1298,Poor time management required
1299,Average experience
1300,Overall good experience
1301,Questions were too difficult
1302,Average experience
1303,Excellent exam pattern
1304,Poor time management required
1305,Average experience
1306,The exam was fair and well structured
1307,Overall good experience
1308,Average experience
1309,Not happy with difficulty level
1310,Average experience
1311,Questions were too difficult
1312,Questions were too difficult
1313,Average experience
1314,Excellent exam pattern
1315,The exam was fair and well structured
1316,Average experience
1317,Average experience
1318,Not happy with difficulty level
1319,Time was insufficient
1320,Very satisfied with the exam
1321,Not happy with difficulty level
1322,Paper was moderate
1323,Time was insufficient
1324,Not happy with difficulty level
1325,Questions were too difficult
1326,Paper was moderate
1327,Average experience
1328,Not happy with difficulty level
1329,The exam was fair and well structured
1330,Average experience
1331,Time was insufficient
1332,Poor time management required
1333,Not happy with difficulty level
1334,Time was insufficient
1335,Paper was moderate
1336,Overall good experience
1337,The exam was fair and well structured
1338,The exam was fair and well structured
1339,Excellent exam pattern
1340,Overall good experience
1341,Average experience
1342,Overall good experience
1343,Time was insufficient
1344,Excellent exam pattern
1345,Questions were too difficult
1346,Not happy with difficulty level
1347,Questions were too difficult
1348,Average experience
1349,Poor time management required
1350,Average experience
1351,The exam was fair and well structured
1352,Excellent exam pattern
1353,Very satisfied with the exam
1354,Poor time management required
1355,Excellent exam pattern
1356,Overall good experience
1357,Paper was moderate
1358,Paper was moderate
1359,The exam was fair and well structured
1360,Paper was moderate
1361,Very satisfied with the exam
1362,Time was insufficient
1363,The exam was fair and well structured
1364,Questions were too difficult
1365,Not happy with difficulty level
1366,Very satisfied with the exam
1367,Not happy with difficulty level
1368,Excellent exam pattern
1369,Time was insufficient
1370,Questions were too difficult
1371,Excellent exam pattern
1372,Excellent exam pattern
1373,Overall good experience
1374,The exam was fair and well structured
1375,Not happy with difficulty level
1376,Time was insufficient
1377,Paper was moderate
1378,Paper was moderate
1379,Not happy with difficulty level
1380,Time was insufficient
1381,Not happy with difficulty level
1382,Time was insufficient
1383,Paper was moderate
1384,Time was insufficient
1385,Average experience
1386,Poor time management required
1387,Poor time management required
1388,Paper was moderate
1389,Paper was moderate
1390,Overall good experience
1391,Paper was moderate
1392,Time was insufficient
1393,Poor time management required
1394,Questions were too difficult
1395,Excellent exam pattern
1396,Excellent exam pattern
1397,Paper was moderate
1398,The exam was fair and well structured
1399,Overall good experience
1400,Excellent exam pattern
1401,Excellent exam pattern
1402,Paper was moderate
1403,Average experience
1404,Questions were too difficult
1405,Not happy with difficulty level
1406,Not happy with difficulty level
1407,Questions were too difficult
1408,Paper was moderate
1409,Overall good experience
1410,Excellent exam pattern
1411,Poor time management required
1412,Not happy with difficulty level
1413,The exam was fair and well structured
1414,Overall good experience
1415,Overall good experience
1416,Poor time management required
1417,The exam was fair and well structured
1418,Questions were too difficult
1419,Questions were too difficult
1420,Poor time management required
1421,Excellent exam pattern
1422,The exam was fair and well structured
1423,Time was insufficient
1424,Time was insufficient
1425,Questions were too difficult
1426,Very satisfied with the exam
1427,The exam was fair and well structured
1428,Paper was moderate
1429,Very satisfied with the exam
1430,Questions were too difficult
1431,Average experience
